2021-07-06 05:26:42 startup archives install
2021-07-06 05:27:13 status unpacked libdevmapper1.02.1:amd64 2:1.02.155-3
2021-07-06 05:27:13 status half-configured libdevmapper1.02.1:amd64 2:1.02.155-3
2021-07-06 05:27:13 status installed libdevmapper1.02.1:amd64 2:1.02.155-3
2021-07-06 05:27:13 configure libcryptsetup12:amd64 2:2.1.0-5+deb10u2 <none>
2021-07-06 05:27:13 status unpacked libcryptsetup12:amd64 2:2.1.0-5+deb10u2
2021-07-06 05:27:13 status half-configured libcryptsetup12:amd64 2:2.1.0-5+deb10u2
2021-07-06 05:27:13 status installed libcryptsetup12:amd64 2:2.1.0-5+deb10u2
2021-07-06 05:27:13 configure systemd:amd64 241-7~deb10u7 <none>
2021-07-06 05:27:13 status unpacked systemd:amd64 241-7~deb10u7
2021-07-06 05:27:13 status half-configured systemd:amd64 241-7~deb10u7
2021-07-06 05:27:13 status installed systemd:amd64 241-7~deb10u7
2021-07-06 05:27:13 configure dmsetup:amd64 2:1.02.155-3 <none>
2021-07-06 05:27:13 status unpacked dmsetup:amd64 2:1.02.155-3
2021-07-06 05:27:13 status half-configured dmsetup:amd64 2:1.02.155-3
2021-07-06 05:27:13 status installed dmsetup:amd64 2:1.02.155-3
2021-07-06 05:27:13 startup archives unpack
2021-07-06 05:27:13 install systemd-sysv:amd64 <none> 241-7~deb10u7
2021-07-06 05:27:13 status half-installed systemd-sysv:amd64 241-7~deb10u7
2021-07-06 05:27:13 status unpacked systemd-sysv:amd64 241-7~deb10u7
2021-07-06 05:27:13 startup packages configure
2021-07-06 05:27:13 configure systemd-sysv:amd64 241-7~deb10u7 <none>
2021-07-06 05:27:13 status unpacked systemd-sysv:amd64 241-7~deb10u7
2021-07-06 05:27:13 status half-configured systemd-sysv:amd64 241-7~deb10u7
2021-07-06 05:27:13 status installed systemd-sysv:amd64 241-7~deb10u7
2021-07-06 05:27:13 startup archives unpack
2021-07-06 05:27:13 install init:amd64 <none> 1.56+nmu1
2021-07-06 05:27:13 status half-installed init:amd64 1.56+nmu1
2021-07-06 05:27:13 status unpacked init:amd64 1.56+nmu1
2021-07-06 05:27:13 install lsb-base:all <none> 10.2019051400
2021-07-06 05:27:13 status half-installed lsb-base:all 10.2019051400
2021-07-06 05:27:13 status unpacked lsb-base:all 10.2019051400
2021-07-06 05:27:13 install libelf1:amd64 <none> 0.176-1.1
2021-07-06 05:27:13 status half-installed libelf1:amd64 0.176-1.1
2021-07-06 05:27:13 status unpacked libelf1:amd64 0.176-1.1
2021-07-06 05:27:14 install libmnl0:amd64 <none> 1.0.4-2
2021-07-06 05:27:14 status half-installed libmnl0:amd64 1.0.4-2
2021-07-06 05:27:14 status unpacked libmnl0:amd64 1.0.4-2
2021-07-06 05:27:14 install libxtables12:amd64 <none> 1.8.2-4
2021-07-06 05:27:14 status half-installed libxtables12:amd64 1.8.2-4
2021-07-06 05:27:14 status unpacked libxtables12:amd64 1.8.2-4
2021-07-06 05:27:14 install libcap2-bin:amd64 <none> 1:2.25-2
2021-07-06 05:27:14 status half-installed libcap2-bin:amd64 1:2.25-2
2021-07-06 05:27:14 status unpacked libcap2-bin:amd64 1:2.25-2
2021-07-06 05:27:14 install iproute2:amd64 <none> 4.20.0-2+deb10u1
2021-07-06 05:27:14 status half-installed iproute2:amd64 4.20.0-2+deb10u1
2021-07-06 05:27:14 status unpacked iproute2:amd64 4.20.0-2+deb10u1
2021-07-06 05:27:14 install ifupdown:amd64 <none> 0.8.35
2021-07-06 05:27:14 status half-installed ifupdown:amd64 0.8.35
2021-07-06 05:27:14 status triggers-pending systemd:amd64 241-7~deb10u7
2021-07-06 05:27:14 status unpacked ifupdown:amd64 0.8.35
2021-07-06 05:27:14 install iputils-ping:amd64 <none> 3:20180629-2+deb10u2
2021-07-06 05:27:14 status half-installed iputils-ping:amd64 3:20180629-2+deb10u2
2021-07-06 05:27:14 status unpacked iputils-ping:amd64 3:20180629-2+deb10u2
2021-07-06 05:27:14 install libisc-export1100:amd64 <none> 1:9.11.5.P4+dfsg-5.1+deb10u5
2021-07-06 05:27:14 status half-installed libisc-export1100:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5
2021-07-06 05:27:14 status unpacked libisc-export1100:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5
2021-07-06 05:27:14 install libdns-export1104:amd64 <none> 1:9.11.5.P4+dfsg-5.1+deb10u5
2021-07-06 05:27:14 status half-installed libdns-export1104:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5
2021-07-06 05:27:14 status unpacked libdns-export1104:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5
2021-07-06 05:27:14 install isc-dhcp-client:amd64 <none> 4.4.1-2+deb10u1
2021-07-06 05:27:14 status half-installed isc-dhcp-client:amd64 4.4.1-2+deb10u1
2021-07-06 05:27:14 status unpacked isc-dhcp-client:amd64 4.4.1-2+deb10u1
2021-07-06 05:27:14 install isc-dhcp-common:amd64 <none> 4.4.1-2+deb10u1
2021-07-06 05:27:14 status half-installed isc-dhcp-common:amd64 4.4.1-2+deb10u1
2021-07-06 05:27:14 status unpacked isc-dhcp-common:amd64 4.4.1-2+deb10u1
2021-07-06 05:27:14 install netbase:all <none> 5.6
2021-07-06 05:27:14 status half-installed netbase:all 5.6
2021-07-06 05:27:14 status unpacked netbase:all 5.6
2021-07-06 05:27:14 install libncurses6:amd64 <none> 6.1+20181013-2+deb10u2
2021-07-06 05:27:14 status half-installed libncurses6:amd64 6.1+20181013-2+deb10u2
2021-07-06 05:27:14 status unpacked libncurses6:amd64 6.1+20181013-2+deb10u2
2021-07-06 05:27:14 install libprocps7:amd64 <none> 2:3.3.15-2
2021-07-06 05:27:14 status half-installed libprocps7:amd64 2:3.3.15-2
2021-07-06 05:27:14 status unpacked libprocps7:amd64 2:3.3.15-2
2021-07-06 05:27:14 install procps:amd64 <none> 2:3.3.15-2
2021-07-06 05:27:14 status half-installed procps:amd64 2:3.3.15-2
2021-07-06 05:27:14 status unpacked procps:amd64 2:3.3.15-2
2021-07-06 05:27:14 install xxd:amd64 <none> 2:8.1.0875-5
2021-07-06 05:27:14 status half-installed xxd:amd64 2:8.1.0875-5
2021-07-06 05:27:14 status unpacked xxd:amd64 2:8.1.0875-5
2021-07-06 05:27:15 install vim-common:all <none> 2:8.1.0875-5
2021-07-06 05:27:15 status half-installed vim-common:all 2:8.1.0875-5
2021-07-06 05:27:15 status unpacked vim-common:all 2:8.1.0875-5
2021-07-06 05:27:15 install libdbus-1-3:amd64 <none> 1.12.20-0+deb10u1
2021-07-06 05:27:15 status half-installed libdbus-1-3:amd64 1.12.20-0+deb10u1
2021-07-06 05:27:15 status unpacked libdbus-1-3:amd64 1.12.20-0+deb10u1
2021-07-06 05:27:15 install libexpat1:amd64 <none> 2.2.6-2+deb10u1
2021-07-06 05:27:15 status half-installed libexpat1:amd64 2.2.6-2+deb10u1
2021-07-06 05:27:15 status unpacked libexpat1:amd64 2.2.6-2+deb10u1
2021-07-06 05:27:15 install dbus:amd64 <none> 1.12.20-0+deb10u1
2021-07-06 05:27:15 status half-installed dbus:amd64 1.12.20-0+deb10u1
2021-07-06 05:27:15 status unpacked dbus:amd64 1.12.20-0+deb10u1
2021-07-06 05:27:15 install krb5-locales:all <none> 1.17-3+deb10u1
2021-07-06 05:27:15 status half-installed krb5-locales:all 1.17-3+deb10u1
2021-07-06 05:27:15 status unpacked krb5-locales:all 1.17-3+deb10u1
2021-07-06 05:27:15 install libc-l10n:all <none> 2.28-10
2021-07-06 05:27:15 status half-installed libc-l10n:all 2.28-10
2021-07-06 05:27:15 status unpacked libc-l10n:all 2.28-10
2021-07-06 05:27:15 install libnss-systemd:amd64 <none> 241-7~deb10u7
2021-07-06 05:27:15 status half-installed libnss-systemd:amd64 241-7~deb10u7
2021-07-06 05:27:15 status unpacked libnss-systemd:amd64 241-7~deb10u7
2021-07-06 05:27:15 install libpam-systemd:amd64 <none> 241-7~deb10u7
2021-07-06 05:27:15 status half-installed libpam-systemd:amd64 241-7~deb10u7
2021-07-06 05:27:15 status unpacked libpam-systemd:amd64 241-7~deb10u7
2021-07-06 05:27:15 install locales:all <none> 2.28-10
2021-07-06 05:27:15 status half-installed locales:all 2.28-10
2021-07-06 05:27:16 status unpacked locales:all 2.28-10
2021-07-06 05:27:16 install libbsd0:amd64 <none> 0.9.1-2+deb10u1
2021-07-06 05:27:16 status half-installed libbsd0:amd64 0.9.1-2+deb10u1
2021-07-06 05:27:16 status unpacked libbsd0:amd64 0.9.1-2+deb10u1
2021-07-06 05:27:16 install libedit2:amd64 <none> 3.1-20181209-1
2021-07-06 05:27:16 status half-installed libedit2:amd64 3.1-20181209-1
2021-07-06 05:27:16 status unpacked libedit2:amd64 3.1-20181209-1
2021-07-06 05:27:16 install libkeyutils1:amd64 <none> 1.6-6
2021-07-06 05:27:16 status half-installed libkeyutils1:amd64 1.6-6
2021-07-06 05:27:16 status unpacked libkeyutils1:amd64 1.6-6
2021-07-06 05:27:16 install libkrb5support0:amd64 <none> 1.17-3+deb10u1
2021-07-06 05:27:16 status half-installed libkrb5support0:amd64 1.17-3+deb10u1
2021-07-06 05:27:16 status unpacked libkrb5support0:amd64 1.17-3+deb10u1
2021-07-06 05:27:16 install libk5crypto3:amd64 <none> 1.17-3+deb10u1
2021-07-06 05:27:16 status half-installed libk5crypto3:amd64 1.17-3+deb10u1
2021-07-06 05:27:16 status unpacked libk5crypto3:amd64 1.17-3+deb10u1
2021-07-06 05:27:16 install libkrb5-3:amd64 <none> 1.17-3+deb10u1
2021-07-06 05:27:16 status half-installed libkrb5-3:amd64 1.17-3+deb10u1
2021-07-06 05:27:16 status unpacked libkrb5-3:amd64 1.17-3+deb10u1
2021-07-06 05:27:16 install libgssapi-krb5-2:amd64 <none> 1.17-3+deb10u1
2021-07-06 05:27:16 status half-installed libgssapi-krb5-2:amd64 1.17-3+deb10u1
2021-07-06 05:27:16 status unpacked libgssapi-krb5-2:amd64 1.17-3+deb10u1
2021-07-06 05:27:16 install openssh-client:amd64 <none> 1:7.9p1-10+deb10u2
2021-07-06 05:27:16 status half-installed openssh-client:amd64 1:7.9p1-10+deb10u2
2021-07-06 05:27:16 status unpacked openssh-client:amd64 1:7.9p1-10+deb10u2
2021-07-06 05:27:16 install dialog:amd64 <none> 1.3-20190211-1
2021-07-06 05:27:16 status half-installed dialog:amd64 1.3-20190211-1
2021-07-06 05:27:17 status unpacked dialog:amd64 1.3-20190211-1
2021-07-06 05:27:17 install libatm1:amd64 <none> 1:2.5.1-2
2021-07-06 05:27:17 status half-installed libatm1:amd64 1:2.5.1-2
2021-07-06 05:27:17 status unpacked libatm1:amd64 1:2.5.1-2
2021-07-06 05:27:17 install libgpm2:amd64 <none> 1.20.7-5
2021-07-06 05:27:17 status half-installed libgpm2:amd64 1.20.7-5
2021-07-06 05:27:17 status unpacked libgpm2:amd64 1.20.7-5
2021-07-06 05:27:17 install libpam-cap:amd64 <none> 1:2.25-2
2021-07-06 05:27:17 status half-installed libpam-cap:amd64 1:2.25-2
2021-07-06 05:27:17 status unpacked libpam-cap:amd64 1:2.25-2
2021-07-06 05:27:17 install libxau6:amd64 <none> 1:1.0.8-1+b2
2021-07-06 05:27:17 status half-installed libxau6:amd64 1:1.0.8-1+b2
2021-07-06 05:27:17 status unpacked libxau6:amd64 1:1.0.8-1+b2
2021-07-06 05:27:17 install libxdmcp6:amd64 <none> 1:1.1.2-3
2021-07-06 05:27:17 status half-installed libxdmcp6:amd64 1:1.1.2-3
2021-07-06 05:27:17 status unpacked libxdmcp6:amd64 1:1.1.2-3
2021-07-06 05:27:17 install libxcb1:amd64 <none> 1.13.1-2
2021-07-06 05:27:17 status half-installed libxcb1:amd64 1.13.1-2
2021-07-06 05:27:17 status unpacked libxcb1:amd64 1.13.1-2
2021-07-06 05:27:17 install libx11-data:all <none> 2:1.6.7-1+deb10u2
2021-07-06 05:27:17 status half-installed libx11-data:all 2:1.6.7-1+deb10u2
2021-07-06 05:27:17 status unpacked libx11-data:all 2:1.6.7-1+deb10u2
2021-07-06 05:27:17 install libx11-6:amd64 <none> 2:1.6.7-1+deb10u2
2021-07-06 05:27:17 status half-installed libx11-6:amd64 2:1.6.7-1+deb10u2
2021-07-06 05:27:17 status unpacked libx11-6:amd64 2:1.6.7-1+deb10u2
2021-07-06 05:27:17 install libxext6:amd64 <none> 2:1.3.3-1+b2
2021-07-06 05:27:17 status half-installed libxext6:amd64 2:1.3.3-1+b2
2021-07-06 05:27:17 status unpacked libxext6:amd64 2:1.3.3-1+b2
2021-07-06 05:27:17 install libxmuu1:amd64 <none> 2:1.1.2-2+b3
2021-07-06 05:27:17 status half-installed libxmuu1:amd64 2:1.1.2-2+b3
2021-07-06 05:27:17 status unpacked libxmuu1:amd64 2:1.1.2-2+b3
2021-07-06 05:27:17 install net-tools:amd64 <none> 1.60+git20180626.aebd88e-1
2021-07-06 05:27:17 status half-installed net-tools:amd64 1.60+git20180626.aebd88e-1
2021-07-06 05:27:17 status unpacked net-tools:amd64 1.60+git20180626.aebd88e-1
2021-07-06 05:27:17 install psmisc:amd64 <none> 23.2-1
2021-07-06 05:27:17 status half-installed psmisc:amd64 23.2-1
2021-07-06 05:27:17 status unpacked psmisc:amd64 23.2-1
2021-07-06 05:27:17 install vim-runtime:all <none> 2:8.1.0875-5
2021-07-06 05:27:17 status half-installed vim-runtime:all 2:8.1.0875-5
2021-07-06 05:27:18 status unpacked vim-runtime:all 2:8.1.0875-5
2021-07-06 05:27:18 install vim:amd64 <none> 2:8.1.0875-5
2021-07-06 05:27:18 status half-installed vim:amd64 2:8.1.0875-5
2021-07-06 05:27:19 status unpacked vim:amd64 2:8.1.0875-5
2021-07-06 05:27:19 install xauth:amd64 <none> 1:1.0.10-1
2021-07-06 05:27:19 status half-installed xauth:amd64 1:1.0.10-1
2021-07-06 05:27:19 status unpacked xauth:amd64 1:1.0.10-1
2021-07-06 05:27:19 startup packages configure
2021-07-06 05:27:19 configure libexpat1:amd64 2.2.6-2+deb10u1 <none>
2021-07-06 05:27:19 status unpacked libexpat1:amd64 2.2.6-2+deb10u1
2021-07-06 05:27:19 status half-configured libexpat1:amd64 2.2.6-2+deb10u1
2021-07-06 05:27:19 status installed libexpat1:amd64 2.2.6-2+deb10u1
2021-07-06 05:27:19 configure lsb-base:all 10.2019051400 <none>
2021-07-06 05:27:19 status unpacked lsb-base:all 10.2019051400
2021-07-06 05:27:19 status half-configured lsb-base:all 10.2019051400
2021-07-06 05:27:19 status installed lsb-base:all 10.2019051400
2021-07-06 05:27:19 configure libxau6:amd64 1:1.0.8-1+b2 <none>
2021-07-06 05:27:19 status unpacked libxau6:amd64 1:1.0.8-1+b2
2021-07-06 05:27:19 status half-configured libxau6:amd64 1:1.0.8-1+b2
2021-07-06 05:27:19 status installed libxau6:amd64 1:1.0.8-1+b2
2021-07-06 05:27:19 configure net-tools:amd64 1.60+git20180626.aebd88e-1 <none>
2021-07-06 05:27:19 status unpacked net-tools:amd64 1.60+git20180626.aebd88e-1
2021-07-06 05:27:19 status half-configured net-tools:amd64 1.60+git20180626.aebd88e-1
2021-07-06 05:27:19 status installed net-tools:amd64 1.60+git20180626.aebd88e-1
2021-07-06 05:27:19 configure libkeyutils1:amd64 1.6-6 <none>
2021-07-06 05:27:19 status unpacked libkeyutils1:amd64 1.6-6
2021-07-06 05:27:19 status half-configured libkeyutils1:amd64 1.6-6
2021-07-06 05:27:19 status installed libkeyutils1:amd64 1.6-6
2021-07-06 05:27:19 configure libc-l10n:all 2.28-10 <none>
2021-07-06 05:27:19 status unpacked libc-l10n:all 2.28-10
2021-07-06 05:27:19 status half-configured libc-l10n:all 2.28-10
2021-07-06 05:27:19 status installed libc-l10n:all 2.28-10
2021-07-06 05:27:19 configure libgpm2:amd64 1.20.7-5 <none>
2021-07-06 05:27:19 status unpacked libgpm2:amd64 1.20.7-5
2021-07-06 05:27:19 status half-configured libgpm2:amd64 1.20.7-5
2021-07-06 05:27:19 status installed libgpm2:amd64 1.20.7-5
2021-07-06 05:27:19 configure init:amd64 1.56+nmu1 <none>
2021-07-06 05:27:19 status unpacked init:amd64 1.56+nmu1
2021-07-06 05:27:19 status half-configured init:amd64 1.56+nmu1
2021-07-06 05:27:19 status installed init:amd64 1.56+nmu1
2021-07-06 05:27:19 configure psmisc:amd64 23.2-1 <none>
2021-07-06 05:27:19 status unpacked psmisc:amd64 23.2-1
2021-07-06 05:27:19 status half-configured psmisc:amd64 23.2-1
2021-07-06 05:27:19 status installed psmisc:amd64 23.2-1
2021-07-06 05:27:19 configure libprocps7:amd64 2:3.3.15-2 <none>
2021-07-06 05:27:19 status unpacked libprocps7:amd64 2:3.3.15-2
2021-07-06 05:27:19 status half-configured libprocps7:amd64 2:3.3.15-2
2021-07-06 05:27:19 status installed libprocps7:amd64 2:3.3.15-2
2021-07-06 05:27:19 configure libnss-systemd:amd64 241-7~deb10u7 <none>
2021-07-06 05:27:19 status unpacked libnss-systemd:amd64 241-7~deb10u7
2021-07-06 05:27:19 status half-configured libnss-systemd:amd64 241-7~deb10u7
2021-07-06 05:27:19 status installed libnss-systemd:amd64 241-7~deb10u7
2021-07-06 05:27:19 configure krb5-locales:all 1.17-3+deb10u1 <none>
2021-07-06 05:27:19 status unpacked krb5-locales:all 1.17-3+deb10u1
2021-07-06 05:27:19 status half-configured krb5-locales:all 1.17-3+deb10u1
2021-07-06 05:27:19 status installed krb5-locales:all 1.17-3+deb10u1
2021-07-06 05:27:19 configure libatm1:amd64 1:2.5.1-2 <none>
2021-07-06 05:27:19 status unpacked libatm1:amd64 1:2.5.1-2
2021-07-06 05:27:19 status half-configured libatm1:amd64 1:2.5.1-2
2021-07-06 05:27:19 status installed libatm1:amd64 1:2.5.1-2
2021-07-06 05:27:19 configure locales:all 2.28-10 <none>
2021-07-06 05:27:19 status unpacked locales:all 2.28-10
2021-07-06 05:27:19 status half-configured locales:all 2.28-10
2021-07-06 05:27:20 status installed locales:all 2.28-10
2021-07-06 05:27:20 configure xxd:amd64 2:8.1.0875-5 <none>
2021-07-06 05:27:20 status unpacked xxd:amd64 2:8.1.0875-5
2021-07-06 05:27:20 status half-configured xxd:amd64 2:8.1.0875-5
2021-07-06 05:27:20 status installed xxd:amd64 2:8.1.0875-5
2021-07-06 05:27:20 configure libkrb5support0:amd64 1.17-3+deb10u1 <none>
2021-07-06 05:27:20 status unpacked libkrb5support0:amd64 1.17-3+deb10u1
2021-07-06 05:27:20 status half-configured libkrb5support0:amd64 1.17-3+deb10u1
2021-07-06 05:27:20 status installed libkrb5support0:amd64 1.17-3+deb10u1
2021-07-06 05:27:20 configure libcap2-bin:amd64 1:2.25-2 <none>
2021-07-06 05:27:20 status unpacked libcap2-bin:amd64 1:2.25-2
2021-07-06 05:27:20 status half-configured libcap2-bin:amd64 1:2.25-2
2021-07-06 05:27:20 status installed libcap2-bin:amd64 1:2.25-2
2021-07-06 05:27:20 configure vim-common:all 2:8.1.0875-5 <none>
2021-07-06 05:27:20 status unpacked vim-common:all 2:8.1.0875-5
2021-07-06 05:27:20 status half-configured vim-common:all 2:8.1.0875-5
2021-07-06 05:27:20 status installed vim-common:all 2:8.1.0875-5
2021-07-06 05:27:20 configure libx11-data:all 2:1.6.7-1+deb10u2 <none>
2021-07-06 05:27:20 status unpacked libx11-data:all 2:1.6.7-1+deb10u2
2021-07-06 05:27:20 status half-configured libx11-data:all 2:1.6.7-1+deb10u2
2021-07-06 05:27:20 status installed libx11-data:all 2:1.6.7-1+deb10u2
2021-07-06 05:27:20 configure dialog:amd64 1.3-20190211-1 <none>
2021-07-06 05:27:20 status unpacked dialog:amd64 1.3-20190211-1
2021-07-06 05:27:20 status half-configured dialog:amd64 1.3-20190211-1
2021-07-06 05:27:20 status installed dialog:amd64 1.3-20190211-1
2021-07-06 05:27:20 configure libncurses6:amd64 6.1+20181013-2+deb10u2 <none>
2021-07-06 05:27:20 status unpacked libncurses6:amd64 6.1+20181013-2+deb10u2
2021-07-06 05:27:20 status half-configured libncurses6:amd64 6.1+20181013-2+deb10u2
2021-07-06 05:27:20 status installed libncurses6:amd64 6.1+20181013-2+deb10u2
2021-07-06 05:27:20 configure libdbus-1-3:amd64 1.12.20-0+deb10u1 <none>
2021-07-06 05:27:20 status unpacked libdbus-1-3:amd64 1.12.20-0+deb10u1
2021-07-06 05:27:20 status half-configured libdbus-1-3:amd64 1.12.20-0+deb10u1
2021-07-06 05:27:20 status installed libdbus-1-3:amd64 1.12.20-0+deb10u1
2021-07-06 05:27:20 configure dbus:amd64 1.12.20-0+deb10u1 <none>
2021-07-06 05:27:20 status unpacked dbus:amd64 1.12.20-0+deb10u1
2021-07-06 05:27:20 status half-configured dbus:amd64 1.12.20-0+deb10u1
2021-07-06 05:27:20 status installed dbus:amd64 1.12.20-0+deb10u1
2021-07-06 05:27:20 configure libmnl0:amd64 1.0.4-2 <none>
2021-07-06 05:27:20 status unpacked libmnl0:amd64 1.0.4-2
2021-07-06 05:27:20 status half-configured libmnl0:amd64 1.0.4-2
2021-07-06 05:27:20 status installed libmnl0:amd64 1.0.4-2
2021-07-06 05:27:20 configure libk5crypto3:amd64 1.17-3+deb10u1 <none>
2021-07-06 05:27:20 status unpacked libk5crypto3:amd64 1.17-3+deb10u1
2021-07-06 05:27:20 status half-configured libk5crypto3:amd64 1.17-3+deb10u1
2021-07-06 05:27:20 status installed libk5crypto3:amd64 1.17-3+deb10u1
2021-07-06 05:27:20 configure libxtables12:amd64 1.8.2-4 <none>
2021-07-06 05:27:20 status unpacked libxtables12:amd64 1.8.2-4
2021-07-06 05:27:20 status half-configured libxtables12:amd64 1.8.2-4
2021-07-06 05:27:20 status installed libxtables12:amd64 1.8.2-4
2021-07-06 05:27:20 configure libisc-export1100:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5 <none>
2021-07-06 05:27:20 status unpacked libisc-export1100:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5
2021-07-06 05:27:20 status half-configured libisc-export1100:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5
2021-07-06 05:27:20 status installed libisc-export1100:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5
2021-07-06 05:27:20 configure procps:amd64 2:3.3.15-2 <none>
2021-07-06 05:27:20 status unpacked procps:amd64 2:3.3.15-2
2021-07-06 05:27:20 status half-configured procps:amd64 2:3.3.15-2
2021-07-06 05:27:20 status installed procps:amd64 2:3.3.15-2
2021-07-06 05:27:20 configure libpam-systemd:amd64 241-7~deb10u7 <none>
2021-07-06 05:27:20 status unpacked libpam-systemd:amd64 241-7~deb10u7
2021-07-06 05:27:20 status half-configured libpam-systemd:amd64 241-7~deb10u7
2021-07-06 05:27:20 status installed libpam-systemd:amd64 241-7~deb10u7
2021-07-06 05:27:20 configure netbase:all 5.6 <none>
2021-07-06 05:27:20 status unpacked netbase:all 5.6
2021-07-06 05:27:20 status half-configured netbase:all 5.6
2021-07-06 05:27:20 status installed netbase:all 5.6
2021-07-06 05:27:20 configure isc-dhcp-common:amd64 4.4.1-2+deb10u1 <none>
2021-07-06 05:27:20 status unpacked isc-dhcp-common:amd64 4.4.1-2+deb10u1
2021-07-06 05:27:20 status half-configured isc-dhcp-common:amd64 4.4.1-2+deb10u1
2021-07-06 05:27:20 status installed isc-dhcp-common:amd64 4.4.1-2+deb10u1
2021-07-06 05:27:20 configure libkrb5-3:amd64 1.17-3+deb10u1 <none>
2021-07-06 05:27:20 status unpacked libkrb5-3:amd64 1.17-3+deb10u1
2021-07-06 05:27:20 status half-configured libkrb5-3:amd64 1.17-3+deb10u1
2021-07-06 05:27:20 status installed libkrb5-3:amd64 1.17-3+deb10u1
2021-07-06 05:27:20 configure vim-runtime:all 2:8.1.0875-5 <none>
2021-07-06 05:27:20 status unpacked vim-runtime:all 2:8.1.0875-5
2021-07-06 05:27:20 status half-configured vim-runtime:all 2:8.1.0875-5
2021-07-06 05:27:20 status installed vim-runtime:all 2:8.1.0875-5
2021-07-06 05:27:20 configure libbsd0:amd64 0.9.1-2+deb10u1 <none>
2021-07-06 05:27:20 status unpacked libbsd0:amd64 0.9.1-2+deb10u1
2021-07-06 05:27:20 status half-configured libbsd0:amd64 0.9.1-2+deb10u1
2021-07-06 05:27:20 status installed libbsd0:amd64 0.9.1-2+deb10u1
2021-07-06 05:27:20 configure libelf1:amd64 0.176-1.1 <none>
2021-07-06 05:27:20 status unpacked libelf1:amd64 0.176-1.1
2021-07-06 05:27:20 status half-configured libelf1:amd64 0.176-1.1
2021-07-06 05:27:20 status installed libelf1:amd64 0.176-1.1
2021-07-06 05:27:20 configure libpam-cap:amd64 1:2.25-2 <none>
2021-07-06 05:27:20 status unpacked libpam-cap:amd64 1:2.25-2
2021-07-06 05:27:20 status half-configured libpam-cap:amd64 1:2.25-2
2021-07-06 05:27:21 status installed libpam-cap:amd64 1:2.25-2
2021-07-06 05:27:21 configure libdns-export1104:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5 <none>
2021-07-06 05:27:21 status unpacked libdns-export1104:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5
2021-07-06 05:27:21 status half-configured libdns-export1104:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5
2021-07-06 05:27:21 status installed libdns-export1104:amd64 1:9.11.5.P4+dfsg-5.1+deb10u5
2021-07-06 05:27:21 configure iputils-ping:amd64 3:20180629-2+deb10u2 <none>
2021-07-06 05:27:21 status unpacked iputils-ping:amd64 3:20180629-2+deb10u2
2021-07-06 05:27:21 status half-configured iputils-ping:amd64 3:20180629-2+deb10u2
2021-07-06 05:27:21 status installed iputils-ping:amd64 3:20180629-2+deb10u2
2021-07-06 05:27:21 configure libxdmcp6:amd64 1:1.1.2-3 <none>
2021-07-06 05:27:21 status unpacked libxdmcp6:amd64 1:1.1.2-3
2021-07-06 05:27:21 status half-configured libxdmcp6:amd64 1:1.1.2-3
2021-07-06 05:27:21 status installed libxdmcp6:amd64 1:1.1.2-3
2021-07-06 05:27:21 configure libxcb1:amd64 1.13.1-2 <none>
2021-07-06 05:27:21 status unpacked libxcb1:amd64 1.13.1-2
2021-07-06 05:27:21 status half-configured libxcb1:amd64 1.13.1-2
2021-07-06 05:27:21 status installed libxcb1:amd64 1.13.1-2
2021-07-06 05:27:21 configure vim:amd64 2:8.1.0875-5 <none>
2021-07-06 05:27:21 status unpacked vim:amd64 2:8.1.0875-5
2021-07-06 05:27:21 status half-configured vim:amd64 2:8.1.0875-5
2021-07-06 05:27:21 status installed vim:amd64 2:8.1.0875-5
2021-07-06 05:27:21 configure iproute2:amd64 4.20.0-2+deb10u1 <none>
2021-07-06 05:27:21 status unpacked iproute2:amd64 4.20.0-2+deb10u1
2021-07-06 05:27:21 status half-configured iproute2:amd64 4.20.0-2+deb10u1
2021-07-06 05:27:21 status installed iproute2:amd64 4.20.0-2+deb10u1
2021-07-06 05:27:21 configure libedit2:amd64 3.1-20181209-1 <none>
2021-07-06 05:27:21 status unpacked libedit2:amd64 3.1-20181209-1
2021-07-06 05:27:21 status half-configured libedit2:amd64 3.1-20181209-1
2021-07-06 05:27:21 status installed libedit2:amd64 3.1-20181209-1
2021-07-06 05:27:21 configure isc-dhcp-client:amd64 4.4.1-2+deb10u1 <none>
2021-07-06 05:27:21 status unpacked isc-dhcp-client:amd64 4.4.1-2+deb10u1
2021-07-06 05:27:21 status half-configured isc-dhcp-client:amd64 4.4.1-2+deb10u1
2021-07-06 05:27:21 status installed isc-dhcp-client:amd64 4.4.1-2+deb10u1
2021-07-06 05:27:21 configure ifupdown:amd64 0.8.35 <none>
2021-07-06 05:27:21 status unpacked ifupdown:amd64 0.8.35
2021-07-06 05:27:21 status half-configured ifupdown:amd64 0.8.35
