2021-07-06 05:26:42 startup archives install
2022-12-14 22:12:50 status installed xdg-user-dirs:amd64 0.17-2
2022-12-14 22:12:50 configure libglib2.0-0:amd64 2.58.3-2+deb10u4 <none>
2022-12-14 22:12:50 status unpacked libglib2.0-0:amd64 2.58.3-2+deb10u4
2022-12-14 22:12:50 status half-configured libglib2.0-0:amd64 2.58.3-2+deb10u4
2022-12-14 22:12:51 status installed libglib2.0-0:amd64 2.58.3-2+deb10u4
2022-12-14 22:12:51 configure libijs-0.35:amd64 0.35-14 <none>
2022-12-14 22:12:51 status unpacked libijs-0.35:amd64 0.35-14
2022-12-14 22:12:51 status half-configured libijs-0.35:amd64 0.35-14
2022-12-14 22:12:51 status installed libijs-0.35:amd64 0.35-14
2022-12-14 22:12:51 configure libsasl2-modules:amd64 2.1.27+dfsg-1+deb10u2 <none>
2022-12-14 22:12:51 status unpacked libsasl2-modules:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:51 status half-configured libsasl2-modules:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:51 status installed libsasl2-modules:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:51 configure libgomp1:amd64 8.3.0-6 <none>
2022-12-14 22:12:51 status unpacked libgomp1:amd64 8.3.0-6
2022-12-14 22:12:51 status half-configured libgomp1:amd64 8.3.0-6
2022-12-14 22:12:51 status installed libgomp1:amd64 8.3.0-6
2022-12-14 22:12:51 configure libldap-common:all 2.4.47+dfsg-3+deb10u7 <none>
2022-12-14 22:12:51 status unpacked libldap-common:all 2.4.47+dfsg-3+deb10u7
2022-12-14 22:12:51 status half-configured libldap-common:all 2.4.47+dfsg-3+deb10u7
2022-12-14 22:12:51 status installed libldap-common:all 2.4.47+dfsg-3+deb10u7
2022-12-14 22:12:51 configure libjbig0:amd64 2.1-3.1+b2 <none>
2022-12-14 22:12:51 status unpacked libjbig0:amd64 2.1-3.1+b2
2022-12-14 22:12:51 status half-configured libjbig0:amd64 2.1-3.1+b2
2022-12-14 22:12:51 status installed libjbig0:amd64 2.1-3.1+b2
2022-12-14 22:12:51 configure libicu63:amd64 63.1-6+deb10u3 <none>
2022-12-14 22:12:51 status unpacked libicu63:amd64 63.1-6+deb10u3
2022-12-14 22:12:51 status half-configured libicu63:amd64 63.1-6+deb10u3
2022-12-14 22:12:51 status installed libicu63:amd64 63.1-6+deb10u3
2022-12-14 22:12:51 configure neofetch:all 6.0.0-2 <none>
2022-12-14 22:12:51 status unpacked neofetch:all 6.0.0-2
2022-12-14 22:12:51 status half-configured neofetch:all 6.0.0-2
2022-12-14 22:12:52 status installed neofetch:all 6.0.0-2
2022-12-14 22:12:52 configure poppler-data:all 0.4.9-2 <none>
2022-12-14 22:12:52 status unpacked poppler-data:all 0.4.9-2
2022-12-14 22:12:52 status half-configured poppler-data:all 0.4.9-2
2022-12-14 22:12:52 status installed poppler-data:all 0.4.9-2
2022-12-14 22:12:52 configure libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u2 <none>
2022-12-14 22:12:52 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:52 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:52 status installed libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:52 configure libchafa0:amd64 1.0.1-2+b1 <none>
2022-12-14 22:12:52 status unpacked libchafa0:amd64 1.0.1-2+b1
2022-12-14 22:12:52 status half-configured libchafa0:amd64 1.0.1-2+b1
2022-12-14 22:12:52 status installed libchafa0:amd64 1.0.1-2+b1
2022-12-14 22:12:52 configure libglib2.0-data:all 2.58.3-2+deb10u4 <none>
2022-12-14 22:12:52 status unpacked libglib2.0-data:all 2.58.3-2+deb10u4
2022-12-14 22:12:52 status half-configured libglib2.0-data:all 2.58.3-2+deb10u4
2022-12-14 22:12:52 status installed libglib2.0-data:all 2.58.3-2+deb10u4
2022-12-14 22:12:52 configure libjpeg62-turbo:amd64 1:1.5.2-2+deb10u1 <none>
2022-12-14 22:12:52 status unpacked libjpeg62-turbo:amd64 1:1.5.2-2+deb10u1
2022-12-14 22:12:52 status half-configured libjpeg62-turbo:amd64 1:1.5.2-2+deb10u1
2022-12-14 22:12:52 status installed libjpeg62-turbo:amd64 1:1.5.2-2+deb10u1
2022-12-14 22:12:52 configure libjbig2dec0:amd64 0.16-1+deb10u1 <none>
2022-12-14 22:12:52 status unpacked libjbig2dec0:amd64 0.16-1+deb10u1
2022-12-14 22:12:52 status half-configured libjbig2dec0:amd64 0.16-1+deb10u1
2022-12-14 22:12:52 status installed libjbig2dec0:amd64 0.16-1+deb10u1
2022-12-14 22:12:52 configure gsfonts:all 1:8.11+urwcyr1.0.7~pre44-4.4 <none>
2022-12-14 22:12:52 status unpacked gsfonts:all 1:8.11+urwcyr1.0.7~pre44-4.4
2022-12-14 22:12:52 status half-configured gsfonts:all 1:8.11+urwcyr1.0.7~pre44-4.4
2022-12-14 22:12:52 status installed gsfonts:all 1:8.11+urwcyr1.0.7~pre44-4.4
2022-12-14 22:12:52 configure libavahi-common-data:amd64 0.7-4+deb10u1 <none>
2022-12-14 22:12:52 status unpacked libavahi-common-data:amd64 0.7-4+deb10u1
2022-12-14 22:12:52 status half-configured libavahi-common-data:amd64 0.7-4+deb10u1
2022-12-14 22:12:52 status installed libavahi-common-data:amd64 0.7-4+deb10u1
2022-12-14 22:12:52 configure libpng16-16:amd64 1.6.36-6 <none>
2022-12-14 22:12:52 status unpacked libpng16-16:amd64 1.6.36-6
2022-12-14 22:12:52 status half-configured libpng16-16:amd64 1.6.36-6
2022-12-14 22:12:53 status installed libpng16-16:amd64 1.6.36-6
2022-12-14 22:12:53 configure libwebp6:amd64 0.6.1-2+deb10u1 <none>
2022-12-14 22:12:53 status unpacked libwebp6:amd64 0.6.1-2+deb10u1
2022-12-14 22:12:53 status half-configured libwebp6:amd64 0.6.1-2+deb10u1
2022-12-14 22:12:53 status installed libwebp6:amd64 0.6.1-2+deb10u1
2022-12-14 22:12:53 configure fonts-dejavu-core:all 2.37-1 <none>
2022-12-14 22:12:53 status unpacked fonts-dejavu-core:all 2.37-1
2022-12-14 22:12:53 status half-configured fonts-dejavu-core:all 2.37-1
2022-12-14 22:12:53 status installed fonts-dejavu-core:all 2.37-1
2022-12-14 22:12:53 configure libltdl7:amd64 2.4.6-9 <none>
2022-12-14 22:12:53 status unpacked libltdl7:amd64 2.4.6-9
2022-12-14 22:12:53 status half-configured libltdl7:amd64 2.4.6-9
2022-12-14 22:12:53 status installed libltdl7:amd64 2.4.6-9
2022-12-14 22:12:53 configure libfftw3-double3:amd64 3.3.8-2 <none>
2022-12-14 22:12:53 status unpacked libfftw3-double3:amd64 3.3.8-2
2022-12-14 22:12:53 status half-configured libfftw3-double3:amd64 3.3.8-2
2022-12-14 22:12:53 status installed libfftw3-double3:amd64 3.3.8-2
2022-12-14 22:12:53 configure libsasl2-2:amd64 2.1.27+dfsg-1+deb10u2 <none>
2022-12-14 22:12:53 status unpacked libsasl2-2:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:53 status half-configured libsasl2-2:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:53 status installed libsasl2-2:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:53 configure libnuma1:amd64 2.0.12-1 <none>
2022-12-14 22:12:53 status unpacked libnuma1:amd64 2.0.12-1
2022-12-14 22:12:53 status half-configured libnuma1:amd64 2.0.12-1
2022-12-14 22:12:53 status installed libnuma1:amd64 2.0.12-1
2022-12-14 22:12:53 configure liblqr-1-0:amd64 0.4.2-2.1 <none>
2022-12-14 22:12:53 status unpacked liblqr-1-0:amd64 0.4.2-2.1
2022-12-14 22:12:54 status half-configured liblqr-1-0:amd64 0.4.2-2.1
2022-12-14 22:12:54 status installed liblqr-1-0:amd64 0.4.2-2.1
2022-12-14 22:12:54 configure sensible-utils:all 0.0.12 <none>
2022-12-14 22:12:54 status unpacked sensible-utils:all 0.0.12
2022-12-14 22:12:54 status half-configured sensible-utils:all 0.0.12
2022-12-14 22:12:54 status installed sensible-utils:all 0.0.12
2022-12-14 22:12:54 configure libopenjp2-7:amd64 2.3.0-2+deb10u2 <none>
2022-12-14 22:12:54 status unpacked libopenjp2-7:amd64 2.3.0-2+deb10u2
2022-12-14 22:12:54 status half-configured libopenjp2-7:amd64 2.3.0-2+deb10u2
2022-12-14 22:12:54 status installed libopenjp2-7:amd64 2.3.0-2+deb10u2
2022-12-14 22:12:54 configure libtiff5:amd64 4.1.0+git191117-2~deb10u4 <none>
2022-12-14 22:12:54 status unpacked libtiff5:amd64 4.1.0+git191117-2~deb10u4
2022-12-14 22:12:54 status half-configured libtiff5:amd64 4.1.0+git191117-2~deb10u4
2022-12-14 22:12:54 status installed libtiff5:amd64 4.1.0+git191117-2~deb10u4
2022-12-14 22:12:54 configure fonts-droid-fallback:all 1:6.0.1r16-1.1 <none>
2022-12-14 22:12:54 status unpacked fonts-droid-fallback:all 1:6.0.1r16-1.1
2022-12-14 22:12:54 status half-configured fonts-droid-fallback:all 1:6.0.1r16-1.1
2022-12-14 22:12:54 status installed fonts-droid-fallback:all 1:6.0.1r16-1.1
2022-12-14 22:12:54 configure libde265-0:amd64 1.0.3-1+b1 <none>
2022-12-14 22:12:54 status unpacked libde265-0:amd64 1.0.3-1+b1
2022-12-14 22:12:54 status half-configured libde265-0:amd64 1.0.3-1+b1
2022-12-14 22:12:54 status installed libde265-0:amd64 1.0.3-1+b1
2022-12-14 22:12:54 configure libwebpmux3:amd64 0.6.1-2+deb10u1 <none>
2022-12-14 22:12:54 status unpacked libwebpmux3:amd64 0.6.1-2+deb10u1
2022-12-14 22:12:54 status half-configured libwebpmux3:amd64 0.6.1-2+deb10u1
2022-12-14 22:12:54 status installed libwebpmux3:amd64 0.6.1-2+deb10u1
2022-12-14 22:12:54 configure libxml2:amd64 2.9.4+dfsg1-7+deb10u5 <none>
2022-12-14 22:12:54 status unpacked libxml2:amd64 2.9.4+dfsg1-7+deb10u5
2022-12-14 22:12:54 status half-configured libxml2:amd64 2.9.4+dfsg1-7+deb10u5
2022-12-14 22:12:54 status installed libxml2:amd64 2.9.4+dfsg1-7+deb10u5
2022-12-14 22:12:54 configure libx265-165:amd64 2.9-4 <none>
2022-12-14 22:12:54 status unpacked libx265-165:amd64 2.9-4
2022-12-14 22:12:54 status half-configured libx265-165:amd64 2.9-4
2022-12-14 22:12:54 status installed libx265-165:amd64 2.9-4
2022-12-14 22:12:54 configure libheif1:amd64 1.3.2-2~deb10u1 <none>
2022-12-14 22:12:54 status unpacked libheif1:amd64 1.3.2-2~deb10u1
2022-12-14 22:12:54 status half-configured libheif1:amd64 1.3.2-2~deb10u1
2022-12-14 22:12:54 status installed libheif1:amd64 1.3.2-2~deb10u1
2022-12-14 22:12:55 configure libavahi-common3:amd64 0.7-4+deb10u1 <none>
2022-12-14 22:12:55 status unpacked libavahi-common3:amd64 0.7-4+deb10u1
2022-12-14 22:12:55 status half-configured libavahi-common3:amd64 0.7-4+deb10u1
2022-12-14 22:12:55 status installed libavahi-common3:amd64 0.7-4+deb10u1
2022-12-14 22:12:55 configure libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u7 <none>
2022-12-14 22:12:55 status unpacked libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u7
2022-12-14 22:12:55 status half-configured libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u7
2022-12-14 22:12:55 status installed libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u7
2022-12-14 22:12:55 configure libfreetype6:amd64 2.9.1-3+deb10u3 <none>
2022-12-14 22:12:55 status unpacked libfreetype6:amd64 2.9.1-3+deb10u3
2022-12-14 22:12:55 status half-configured libfreetype6:amd64 2.9.1-3+deb10u3
2022-12-14 22:12:55 status installed libfreetype6:amd64 2.9.1-3+deb10u3
2022-12-14 22:12:55 configure shared-mime-info:amd64 1.10-1 <none>
2022-12-14 22:12:55 status unpacked shared-mime-info:amd64 1.10-1
2022-12-14 22:12:55 status half-configured shared-mime-info:amd64 1.10-1
2022-12-14 22:13:09 status installed shared-mime-info:amd64 1.10-1
2022-12-14 22:13:09 configure ucf:all 3.0038+nmu1 <none>
2022-12-14 22:13:09 status unpacked ucf:all 3.0038+nmu1
2022-12-14 22:13:09 status half-configured ucf:all 3.0038+nmu1
2022-12-14 22:13:10 status installed ucf:all 3.0038+nmu1
2022-12-14 22:13:10 configure libavahi-client3:amd64 0.7-4+deb10u1 <none>
2022-12-14 22:13:10 status unpacked libavahi-client3:amd64 0.7-4+deb10u1
2022-12-14 22:13:10 status half-configured libavahi-client3:amd64 0.7-4+deb10u1
2022-12-14 22:13:10 status installed libavahi-client3:amd64 0.7-4+deb10u1
2022-12-14 22:13:10 configure libpaper1:amd64 1.1.28 <none>
2022-12-14 22:13:10 status unpacked libpaper1:amd64 1.1.28
2022-12-14 22:13:10 status half-configured libpaper1:amd64 1.1.28
2022-12-14 22:13:12 status installed libpaper1:amd64 1.1.28
2022-12-14 22:13:12 configure fontconfig-config:all 2.13.1-2 <none>
2022-12-14 22:13:12 status unpacked fontconfig-config:all 2.13.1-2
2022-12-14 22:13:13 status half-configured fontconfig-config:all 2.13.1-2
2022-12-14 22:13:15 status installed fontconfig-config:all 2.13.1-2
2022-12-14 22:13:15 configure libpaper-utils:amd64 1.1.28 <none>
2022-12-14 22:13:15 status unpacked libpaper-utils:amd64 1.1.28
2022-12-14 22:13:15 status half-configured libpaper-utils:amd64 1.1.28
2022-12-14 22:13:15 status installed libpaper-utils:amd64 1.1.28
2022-12-14 22:13:15 configure libcups2:amd64 2.2.10-6+deb10u6 <none>
2022-12-14 22:13:15 status unpacked libcups2:amd64 2.2.10-6+deb10u6
2022-12-14 22:13:15 status half-configured libcups2:amd64 2.2.10-6+deb10u6
2022-12-14 22:13:15 status installed libcups2:amd64 2.2.10-6+deb10u6
2022-12-14 22:13:15 configure libfontconfig1:amd64 2.13.1-2 <none>
2022-12-14 22:13:15 status unpacked libfontconfig1:amd64 2.13.1-2
2022-12-14 22:13:15 status half-configured libfontconfig1:amd64 2.13.1-2
2022-12-14 22:13:15 status installed libfontconfig1:amd64 2.13.1-2
2022-12-14 22:13:15 configure libcupsimage2:amd64 2.2.10-6+deb10u6 <none>
2022-12-14 22:13:15 status unpacked libcupsimage2:amd64 2.2.10-6+deb10u6
2022-12-14 22:13:15 status half-configured libcupsimage2:amd64 2.2.10-6+deb10u6
2022-12-14 22:13:15 status installed libcupsimage2:amd64 2.2.10-6+deb10u6
2022-12-14 22:13:15 configure libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1 <none>
2022-12-14 22:13:15 status unpacked libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:13:15 status half-configured libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:13:15 status installed libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:13:15 configure libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1 <none>
2022-12-14 22:13:15 status unpacked libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:13:15 status half-configured libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:13:15 status installed libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:13:15 configure libcupsfilters1:amd64 1.21.6-5 <none>
2022-12-14 22:13:15 status unpacked libcupsfilters1:amd64 1.21.6-5
2022-12-14 22:13:15 status half-configured libcupsfilters1:amd64 1.21.6-5
2022-12-14 22:13:15 status installed libcupsfilters1:amd64 1.21.6-5
2022-12-14 22:13:15 configure libgs9:amd64 9.27~dfsg-2+deb10u6 <none>
2022-12-14 22:13:15 status unpacked libgs9:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:13:15 status half-configured libgs9:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:13:15 status installed libgs9:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:13:15 configure chafa:amd64 1.0.1-2+b1 <none>
2022-12-14 22:13:15 status unpacked chafa:amd64 1.0.1-2+b1
2022-12-14 22:13:15 status half-configured chafa:amd64 1.0.1-2+b1
2022-12-14 22:13:15 status installed chafa:amd64 1.0.1-2+b1
2022-12-14 22:13:15 configure ghostscript:amd64 9.27~dfsg-2+deb10u6 <none>
2022-12-14 22:13:15 status unpacked ghostscript:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:13:15 status half-configured ghostscript:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:13:15 status installed ghostscript:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:13:15 trigproc libc-bin:amd64 2.28-10+deb10u2 <none>
2022-12-14 22:13:15 status half-configured libc-bin:amd64 2.28-10+deb10u2
2022-12-14 22:13:16 status installed libc-bin:amd64 2.28-10+deb10u2
2022-12-14 22:17:46 startup packages remove
2022-12-14 22:17:46 status installed neofetch:all 6.0.0-2
2022-12-14 22:17:46 remove neofetch:all 6.0.0-2 <none>
2022-12-14 22:17:46 status half-configured neofetch:all 6.0.0-2
2022-12-14 22:17:46 status half-installed neofetch:all 6.0.0-2
2022-12-14 22:17:46 status config-files neofetch:all 6.0.0-2
2022-12-14 22:17:46 status not-installed neofetch:all <none>
2022-12-14 22:17:47 startup packages configure
2022-12-14 22:18:01 startup packages remove
2022-12-14 22:18:01 status installed chafa:amd64 1.0.1-2+b1
2022-12-14 22:18:01 remove chafa:amd64 1.0.1-2+b1 <none>
2022-12-14 22:18:01 status half-configured chafa:amd64 1.0.1-2+b1
2022-12-14 22:18:01 status half-installed chafa:amd64 1.0.1-2+b1
2022-12-14 22:18:01 status config-files chafa:amd64 1.0.1-2+b1
2022-12-14 22:18:01 status not-installed chafa:amd64 <none>
2022-12-14 22:18:01 status installed ghostscript:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:18:01 remove ghostscript:amd64 9.27~dfsg-2+deb10u6 <none>
2022-12-14 22:18:01 status half-configured ghostscript:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:18:02 status half-installed ghostscript:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:18:02 status config-files ghostscript:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:18:02 status not-installed ghostscript:amd64 <none>
2022-12-14 22:18:02 status installed libgs9:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:18:02 remove libgs9:amd64 9.27~dfsg-2+deb10u6 <none>
2022-12-14 22:18:02 status triggers-pending libc-bin:amd64 2.28-10+deb10u2
2022-12-14 22:18:02 status half-configured libgs9:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:18:02 status half-installed libgs9:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:18:02 status config-files libgs9:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:18:02 status not-installed libgs9:amd64 <none>
2022-12-14 22:18:02 status installed libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:18:02 remove libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1 <none>
2022-12-14 22:18:02 status half-configured libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:18:02 status half-installed libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:18:02 status config-files libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:18:02 status not-installed libmagickwand-6.q16-6:amd64 <none>
2022-12-14 22:18:02 status installed libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:18:02 remove libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1 <none>
2022-12-14 22:18:02 status half-configured libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:18:02 status half-installed libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:18:03 status config-files libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:18:03 status not-installed libmagickcore-6.q16-6:amd64 <none>
2022-12-14 22:18:03 status installed libfontconfig1:amd64 2.13.1-2
2022-12-14 22:18:03 remove libfontconfig1:amd64 2.13.1-2 <none>
2022-12-14 22:18:03 status half-configured libfontconfig1:amd64 2.13.1-2
2022-12-14 22:18:03 status half-installed libfontconfig1:amd64 2.13.1-2
2022-12-14 22:18:03 status config-files libfontconfig1:amd64 2.13.1-2
2022-12-14 22:18:03 status not-installed libfontconfig1:amd64 <none>
2022-12-14 22:18:03 status installed fontconfig-config:all 2.13.1-2
2022-12-14 22:18:03 remove fontconfig-config:all 2.13.1-2 <none>
2022-12-14 22:18:03 status half-configured fontconfig-config:all 2.13.1-2
2022-12-14 22:18:06 status half-installed fontconfig-config:all 2.13.1-2
2022-12-14 22:18:09 status config-files fontconfig-config:all 2.13.1-2
2022-12-14 22:18:09 status installed fonts-dejavu-core:all 2.37-1
2022-12-14 22:18:09 remove fonts-dejavu-core:all 2.37-1 <none>
2022-12-14 22:18:09 status half-configured fonts-dejavu-core:all 2.37-1
2022-12-14 22:18:09 status half-installed fonts-dejavu-core:all 2.37-1
2022-12-14 22:18:09 status config-files fonts-dejavu-core:all 2.37-1
2022-12-14 22:18:09 status installed fonts-droid-fallback:all 1:6.0.1r16-1.1
2022-12-14 22:18:09 remove fonts-droid-fallback:all 1:6.0.1r16-1.1 <none>
2022-12-14 22:18:09 status half-configured fonts-droid-fallback:all 1:6.0.1r16-1.1
2022-12-14 22:18:09 status half-installed fonts-droid-fallback:all 1:6.0.1r16-1.1
2022-12-14 22:18:10 status config-files fonts-droid-fallback:all 1:6.0.1r16-1.1
2022-12-14 22:18:10 status installed fonts-noto-mono:all 20181227-1
2022-12-14 22:18:10 remove fonts-noto-mono:all 20181227-1 <none>
2022-12-14 22:18:10 status half-configured fonts-noto-mono:all 20181227-1
2022-12-14 22:18:10 status half-installed fonts-noto-mono:all 20181227-1
2022-12-14 22:18:10 status config-files fonts-noto-mono:all 20181227-1
2022-12-14 22:18:10 status installed gsfonts:all 1:8.11+urwcyr1.0.7~pre44-4.4
2022-12-14 22:18:10 remove gsfonts:all 1:8.11+urwcyr1.0.7~pre44-4.4 <none>
2022-12-14 22:18:10 status half-configured gsfonts:all 1:8.11+urwcyr1.0.7~pre44-4.4
2022-12-14 22:18:10 status half-installed gsfonts:all 1:8.11+urwcyr1.0.7~pre44-4.4
2022-12-14 22:18:10 status config-files gsfonts:all 1:8.11+urwcyr1.0.7~pre44-4.4
2022-12-14 22:18:10 status installed imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:18:10 remove imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1+deb10u1 <none>
2022-12-14 22:18:10 status half-configured imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:18:10 status half-installed imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:18:10 status config-files imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:18:10 status installed libcupsfilters1:amd64 1.21.6-5
2022-12-14 22:18:11 remove libcupsfilters1:amd64 1.21.6-5 <none>
2022-12-14 22:18:11 status half-configured libcupsfilters1:amd64 1.21.6-5
2022-12-14 22:18:11 status half-installed libcupsfilters1:amd64 1.21.6-5
2022-12-14 22:18:11 status config-files libcupsfilters1:amd64 1.21.6-5
2022-12-14 22:18:11 status not-installed libcupsfilters1:amd64 <none>
2022-12-14 22:18:11 status installed libcupsimage2:amd64 2.2.10-6+deb10u6
2022-12-14 22:18:11 remove libcupsimage2:amd64 2.2.10-6+deb10u6 <none>
2022-12-14 22:18:11 status half-configured libcupsimage2:amd64 2.2.10-6+deb10u6
2022-12-14 22:18:11 status half-installed libcupsimage2:amd64 2.2.10-6+deb10u6
2022-12-14 22:18:11 status config-files libcupsimage2:amd64 2.2.10-6+deb10u6
2022-12-14 22:18:11 status not-installed libcupsimage2:amd64 <none>
2022-12-14 22:18:11 status installed libcups2:amd64 2.2.10-6+deb10u6
2022-12-14 22:18:11 remove libcups2:amd64 2.2.10-6+deb10u6 <none>
2022-12-14 22:18:11 status half-configured libcups2:amd64 2.2.10-6+deb10u6
2022-12-14 22:18:11 status half-installed libcups2:amd64 2.2.10-6+deb10u6
2022-12-14 22:18:11 status config-files libcups2:amd64 2.2.10-6+deb10u6
2022-12-14 22:18:11 status not-installed libcups2:amd64 <none>
2022-12-14 22:18:11 status installed libavahi-client3:amd64 0.7-4+deb10u1
2022-12-14 22:18:11 remove libavahi-client3:amd64 0.7-4+deb10u1 <none>
2022-12-14 22:18:11 status half-configured libavahi-client3:amd64 0.7-4+deb10u1
2022-12-14 22:18:11 status half-installed libavahi-client3:amd64 0.7-4+deb10u1
2022-12-14 22:18:11 status config-files libavahi-client3:amd64 0.7-4+deb10u1
2022-12-14 22:18:11 status not-installed libavahi-client3:amd64 <none>
2022-12-14 22:18:11 status installed libavahi-common3:amd64 0.7-4+deb10u1
2022-12-14 22:18:11 remove libavahi-common3:amd64 0.7-4+deb10u1 <none>
2022-12-14 22:18:11 status half-configured libavahi-common3:amd64 0.7-4+deb10u1
2022-12-14 22:18:11 status half-installed libavahi-common3:amd64 0.7-4+deb10u1
2022-12-14 22:18:11 status config-files libavahi-common3:amd64 0.7-4+deb10u1
2022-12-14 22:18:11 status not-installed libavahi-common3:amd64 <none>
2022-12-14 22:18:11 status installed libavahi-common-data:amd64 0.7-4+deb10u1
2022-12-14 22:18:11 remove libavahi-common-data:amd64 0.7-4+deb10u1 <none>
2022-12-14 22:18:11 status half-configured libavahi-common-data:amd64 0.7-4+deb10u1
2022-12-14 22:18:11 status half-installed libavahi-common-data:amd64 0.7-4+deb10u1
2022-12-14 22:18:11 status config-files libavahi-common-data:amd64 0.7-4+deb10u1
2022-12-14 22:18:12 status not-installed libavahi-common-data:amd64 <none>
2022-12-14 22:18:12 status installed libchafa0:amd64 1.0.1-2+b1
2022-12-14 22:18:12 remove libchafa0:amd64 1.0.1-2+b1 <none>
2022-12-14 22:18:12 status half-configured libchafa0:amd64 1.0.1-2+b1
2022-12-14 22:18:12 status half-installed libchafa0:amd64 1.0.1-2+b1
2022-12-14 22:18:12 status config-files libchafa0:amd64 1.0.1-2+b1
2022-12-14 22:18:12 status not-installed libchafa0:amd64 <none>
2022-12-14 22:18:12 status installed libheif1:amd64 1.3.2-2~deb10u1
2022-12-14 22:18:12 remove libheif1:amd64 1.3.2-2~deb10u1 <none>
2022-12-14 22:18:12 status half-configured libheif1:amd64 1.3.2-2~deb10u1
2022-12-14 22:18:12 status half-installed libheif1:amd64 1.3.2-2~deb10u1
2022-12-14 22:18:12 status config-files libheif1:amd64 1.3.2-2~deb10u1
2022-12-14 22:18:12 status not-installed libheif1:amd64 <none>
2022-12-14 22:18:12 status installed libde265-0:amd64 1.0.3-1+b1
2022-12-14 22:18:12 remove libde265-0:amd64 1.0.3-1+b1 <none>
2022-12-14 22:18:12 status half-configured libde265-0:amd64 1.0.3-1+b1
2022-12-14 22:18:12 status half-installed libde265-0:amd64 1.0.3-1+b1
2022-12-14 22:18:12 status config-files libde265-0:amd64 1.0.3-1+b1
2022-12-14 22:18:12 status not-installed libde265-0:amd64 <none>
